------------------------------------------------------------------------------------------------------
********************************************原始数据信息**********************************************
------------------------------------------------------------------------------------------------------

300节点系统的计算结果如下：
最大允许迭代次数：30
计算精度：1e-05
节点数   线路支路数   变压器支路数    发动机个数   负荷个数
64   241  0.07820000     0.21270000     0.01100000
65   66   0.00600000     0.02200000     0.00550000
65   69   0.00000000     0.03600000     0.00000000
66   190  0.09900000     0.37500000     0.02550000
67   190  0.02200000     0.10700000     0.02900000
68   173  0.00350000     0.03300000     0.26500000
68   174  0.00350000     0.03300000     0.26500000
70   71   0.00800000     0.06400000     0.06400000
71   72   0.01200000     0.09300000     0.09150000
71   234  0.00600000     0.04800000     0.04600000
74   76   0.04700000     0.11900000     0.00700000
75   77   0.03200000     0.17400000     0.01200000
76   78   0.10000000     0.25300000     0.01550000
76   79   0.02200000     0.07700000     0.01950000
77   84   0.01900000     0.14400000     0.00850000
77   86   0.01700000     0.09200000     0.00600000
78   79   0.27800000     0.42700000     0.02150000
79   82   0.02200000     0.05300000     0.00350000
79   83   0.03800000     0.09200000     0.00600000
79   84   0.04800000     0.12200000     0.00750000
80   82   0.02400000     0.06400000     0.00350000
80   83   0.03400000     0.12100000     0.00750000
81   87   0.05300000     0.13500000     0.00850000
81   88   0.00200000     0.00400000     0.00100000
81   89   0.04500000     0.35400000     0.02200000
81   90   0.05000000     0.17400000     0.01100000
82   83   0.01600000     0.03800000     0.00200000
83   85   0.04300000     0.06400000     0.01350000
84   86   0.01900000     0.06200000     0.00400000
85   88   0.07600000     0.13000000     0.02200000
85   233  0.04400000     0.12400000     0.00750000
86   87   0.01200000     0.08800000     0.00550000
86   90   0.15700000     0.40000000     0.02350000
88   235  0.07400000     0.20800000     0.01300000
89   90   0.07000000     0.18400000     0.01050000
89   92   0.10000000     0.27400000     0.01550000
89   93   0.10900000     0.39300000     0.01800000
90   91   0.14200000     0.40400000     0.02500000
91   93   0.01700000     0.04200000     0.00300000
94   101  0.00360000     0.01990000     0.00200000
95   99   0.00200000     0.10490000     0.00050000
96   97   0.00010000     0.00180000     0.00850000
97   98   0.00000000     0.02710000     0.00000000
97   245  0.00000000     0.61630000     0.00000000
245  99   0.00000000     -0.36970000    0.00000000
97   100  0.00220000     0.29150000     0.00000000
98   99   0.00000000     0.03390000     0.00000000
98   100  0.00000000     0.05820000     0.00000000
101  102  0.08080000     0.23440000     0.01450000
101  104  0.09650000     0.36690000     0.02700000
102  103  0.03600000     0.10760000     0.05850000
102  104  0.04760000     0.14140000     0.07450000
104  105  0.00060000     0.01970000     0.00000000
105  106  0.00590000     0.04050000     0.12500000
105  108  0.01150000     0.11060000     0.09250000
105  111  0.01980000     0.16880000     0.16050000
105  136  0.00500000     0.05000000     0.16500000
105  137  0.00770000     0.05380000     0.16750000
105  148  0.01650000     0.11570000     0.08550000
106  107  0.00590000     0.05770000     0.04750000
106  113  0.00490000     0.03360000     0.10400000
106  147  0.00590000     0.05770000     0.04750000
107  109  0.00780000     0.07730000     0.06300000
107  112  0.00260000     0.01930000     0.01500000
108  109  0.00760000     0.07520000     0.06100000
108  112  0.00210000     0.01860000     0.01500000
109  111  0.00160000     0.01640000     0.01300000
109  130  0.00170000     0.01650000     0.01300000
109  146  0.00790000     0.07930000     0.06350000
109  147  0.00780000     0.07840000     0.06250000
112  116  0.00170000     0.01170000     0.14450000
112  147  0.00260000     0.01930000     0.01500000
112  148  0.00210000     0.01860000     0.01500000
112  150  0.00020000     0.01010000     0.00000000
113  114  0.00430000     0.02930000     0.09000000
113  163  0.00390000     0.03810000     0.12900000
114  115  0.00910000     0.06230000     0.19250000
115  116  0.01250000     0.08900000     0.27000000
115  131  0.00560000     0.03900000     0.47650000
116  119  0.00150000     0.01140000     0.14200000
116  160  0.00050000     0.00340000     0.01050000
116  165  0.00070000     0.01510000     0.06300000
116  167  0.00050000     0.00340000     0.01050000
118  151  0.05620000     0.22480000     0.04050000
119  120  0.01200000     0.08360000     0.06150000
119  121  0.01520000     0.11320000     0.34200000
119  124  0.04680000     0.33690000     0.25950000
119  125  0.04300000     0.30310000     0.23150000
119  126  0.04890000     0.34920000     0.26900000
119  161  0.00130000     0.00890000     0.05950000
120  125  0.02910000     0.22670000     0.17100000
121  122  0.00600000     0.05700000     0.38350000
122  124  0.00750000     0.07730000     0.05950000
122  128  0.01270000     0.09090000     0.06750000
124  125  0.00850000     0.05880000     0.04350000
124  128  0.02180000     0.15110000     0.11150000
125  126  0.00730000     0.05040000     0.03700000
127  157  0.05230000     0.15260000     0.03700000
127  158  0.13710000     0.39190000     0.03800000
131  132  0.01370000     0.09570000     0.07050000
132  140  0.00550000     0.02880000     0.09500000
133  135  0.17460000     0.31610000     0.02000000
133  162  0.08040000     0.30540000     0.02250000
134  140  0.01100000     0.05680000     0.19400000
136  138  0.00080000     0.00980000     0.03450000
137  138  0.00290000     0.02850000     0.09500000
137  139  0.00660000     0.04480000     0.13850000
141  143  0.00240000     0.03260000     0.11800000
141  144  0.00180000     0.02450000     0.83100000
142  143  0.00440000     0.05140000     1.79850000
144  145  0.00020000     0.01230000     0.00000000
146  148  0.00180000     0.01780000     0.01450000
151  152  0.06690000     0.48430000     0.03150000
151  153  0.05580000     0.22100000     0.01550000
152  153  0.08070000     0.33310000     0.02450000
152  154  0.07390000     0.30710000     0.02150000
152  155  0.17990000     0.50170000     0.03450000
154  155  0.09040000     0.36260000     0.02400000
154  158  0.07700000     0.30920000     0.02700000
155  156  0.02510000     0.08290000     0.02350000
156  157  0.02220000     0.08470000     0.02500000
157  158  0.04980000     0.18550000     0.01450000
157  159  0.00610000     0.02900000     0.04200000
160  117  0.00040000     0.02020000     0.00000000
160  166  0.00040000     0.00830000     0.05750000
163  164  0.00250000     0.02450000     0.08200000
165  167  0.00070000     0.00860000     0.05750000
166  167  0.00070000     0.00860000     0.05750000
167  117  0.00040000     0.02020000     0.00000000
168  187  0.03300000     0.09500000     0.00000000
168  188  0.04600000     0.06900000     0.00000000
169  210  0.00040000     0.00220000     3.10000000
169  219  0.00000000     0.02750000     0.00000000
170  171  0.00300000     0.04800000     0.00000000
171  204  0.00200000     0.00900000     0.00000000
172  184  0.04500000     0.06300000     0.00000000
172  187  0.04800000     0.12700000     0.00000000
173  198  0.00310000     0.02860000     0.25000000
173  242  0.00240000     0.03550000     0.18000000
174  198  0.00310000     0.02860000     0.25000000
175  176  0.01400000     0.04000000     0.00200000
175  189  0.03000000     0.08100000     0.00500000
176  177  0.01000000     0.06000000     0.00450000
176  190  0.01500000     0.04000000     0.00300000
177  181  0.33200000     0.68800000     0.00000000
177  182  0.00900000     0.04600000     0.01250000
177  189  0.02000000     0.07300000     0.00400000
177  190  0.03400000     0.10900000     0.01600000
178  179  0.07600000     0.13500000     0.00450000
178  189  0.04000000     0.10200000     0.00250000
179  189  0.08100000     0.12800000     0.00700000
180  183  0.12400000     0.18300000     0.00000000
182  190  0.01000000     0.05900000     0.00400000
183  184  0.04600000     0.06800000     0.00000000
184  185  0.30200000     0.44600000     0.00000000
185  186  0.07300000     0.09300000     0.00000000
185  187  0.24000000     0.42100000     0.00000000
191  194  0.01390000     0.07780000     0.04300000
193  194  0.00170000     0.01850000     0.01000000
193  221  0.00150000     0.01080000     0.00100000
194  195  0.00450000     0.02490000     0.01300000
195  196  0.00400000     0.04970000     0.00900000
196  197  0.00000000     0.04560000     0.00000000
196  198  0.00050000     0.01770000     0.01000000
196  199  0.00270000     0.03950000     0.41600000
198  216  0.00030000     0.00180000     2.60000000
199  197  0.00370000     0.04840000     0.21500000
199  200  0.00100000     0.02950000     0.25150000
199  217  0.00160000     0.00460000     0.20100000
200  202  0.00030000     0.00130000     0.50000000
203  204  0.01000000     0.06400000     0.24000000
203  205  0.00190000     0.00810000     0.43000000
204  170  0.00100000     0.06100000     0.00000000
205  210  0.00050000     0.02120000     0.00000000
207  208  0.00190000     0.00870000     0.64000000
207  210  0.00260000     0.09170000     0.00000000
207  213  0.00130000     0.02880000     0.40500000
208  169  0.00000000     0.06260000     0.00000000
210  211  0.00020000     0.00690000     0.68200000
210  216  0.00010000     0.00060000     1.78500000
211  212  0.00170000     0.04850000     0.00000000
213  214  0.00020000     0.02590000     0.07200000
213  216  0.00060000     0.02720000     0.00000000
214  217  0.00020000     0.00060000     0.40000000
219  230  0.00030000     0.00430000     0.00450000
221  224  0.00820000     0.08510000     0.00000000
221  226  0.01120000     0.07230000     0.00000000
222  223  0.01270000     0.03550000     0.00000000
222  224  0.03260000     0.18040000     0.00000000
223  225  0.01950000     0.05510000     0.00000000
224  225  0.01570000     0.07320000     0.00000000
224  226  0.03600000     0.21190000     0.00000000
225  226  0.02680000     0.12850000     0.00000000
226  227  0.04280000     0.12150000     0.00000000
227  228  0.03510000     0.10040000     0.00000000
228  229  0.06160000     0.18570000     0.00000000

<----------------------------------------------变压器数据---------------------------------------------->

i    j(非标准变比侧)     R              X              K              
266  31                  0.00006000     0.00046000     1.00820000     
271  266                 0.02439000     0.43682000     0.96680000     
273  266                 0.03624000     0.64898000     0.97960000     
292  270                 0.01578000     0.37486000     1.04350000     
293  270                 0.01578000     0.37486000     0.93910000     
294  270                 0.01602000     0.38046000     1.04350000     
295  270                 0.00000000     0.15200000     1.04350000     
296  270                 0.00000000     0.80000000     1.04350000     
275  274                 0.44364000     2.81520000     1.00000000     
277  267                 0.50748000     3.22020000     1.00000000     
278  276                 0.66688000     3.94400000     1.00000000     
279  276                 0.61130000     3.61520000     1.00000000     
297  272                 0.44120000     2.96680000     1.00000000     
298  272                 0.30792000     2.05700000     1.00000000     
280  268                 0.73633000     4.67240000     1.00000000     
281  268                 0.76978000     4.88460000     1.00000000     
282  268                 0.75732000     4.80560000     1.00000000     
288  269                 0.36614000     2.45600000     1.00000000     
289  269                 1.05930000     5.45360000     1.00000000     
290  269                 0.15670000     1.69940000     1.00000000     
283  268                 0.13006000     1.39120000     1.00000000     
284  268                 0.54484000     3.45720000     1.00000000     
285  268                 0.15426000     1.67290000     1.00000000     
286  268                 0.38490000     2.57120000     1.00000000     
287  268                 0.44120000     2.96680000     1.00000000     
300  294                 0.00000000     0.75000000     0.95830000     
193  192                 0.00250000     0.03800000     1.00000000     
216  201                 0.00140000     0.05140000     1.00000000     
210  206                 0.00090000     0.04720000     1.00000000     
216  220                 0.00050000     0.01540000     1.00000000     
1    3                   0.00000000     0.05200000     0.94700000     
2    3                   0.00000000     0.05200000     0.95600000     
4    3                   0.00000000     0.00500000     0.97100000     
5    7                   0.00000000     0.03900000     0.94800000     
6    7                   0.00000000     0.03900000     0.95900000     
11   10                  0.00000000     0.08900000     1.04600000     
10   12                  0.00000000     0.05300000     0.98500000     
17   15                  0.01940000     0.03110000     0.95610000     
15   16                  0.00100000     0.03800000     0.97100000     
19   20                  0.00000000     0.01400000     0.95200000     
22   23                  0.00000000     0.06400000     0.94300000     
29   30                  0.00000000     0.04700000     1.01000000     
38   39                  0.00000000     0.02000000     1.00800000     
40   39                  0.00000000     0.02100000     1.00000000     
53   54                  0.00000000     0.05900000     0.97500000     
56   55                  0.00000000     0.03800000     1.01700000     
62   61                  0.00000000     0.02440000     1.00000000     
73   68                  0.00000000     0.02000000     1.00000000     
81   70                  0.00000000     0.04800000     1.00000000     
83   71                  0.00000000     0.04800000     1.00000000     
78   72                  0.00000000     0.04600000     1.01500000     
186  93                  0.00000000     0.14900000     0.96700000     
103  95                  0.00520000     0.01740000     1.01000000     
94   100                 0.00000000     0.02800000     1.05000000     
136  101                 0.00050000     0.01950000     1.00000000     
110  109                 0.00000000     0.01800000     1.05220000     
129  109                 0.00000000     0.01400000     1.05220000     
149  111                 0.00100000     0.04020000     1.05000000     
153  120                 0.00240000     0.06030000     0.97500000     
154  121                 0.00240000     0.04980000     1.00000000     
123  122                 0.00000000     0.08330000     1.03500000     
127  122                 0.00130000     0.03710000     0.95650000     
159  124                 0.00050000     0.01820000     1.00000000     
149  130                 0.00100000     0.03920000     1.05000000     
162  132                 0.00270000     0.06390000     1.07300000     
135  134                 0.00080000     0.02560000     1.05000000     
96   138                 0.00000000     0.01600000     1.05060000     
103  139                 0.00120000     0.03960000     0.97500000     
116  142                 0.00130000     0.03840000     0.98000000     
134  143                 0.00090000     0.02310000     0.95600000     
118  161                 0.00030000     0.01310000     1.05000000     
189  168                 0.00000000     0.25200000     1.03000000     
175  172                 0.00000000     0.23700000     1.03000000     
191  174                 0.00080000     0.03660000     0.98500000     
227  179                 0.00000000     0.22000000     1.00000000     
57   180                 0.00000000     0.09800000     1.03000000     
190  181                 0.00000000     0.12800000     1.01000000     
246  183                 0.02000000     0.20400000     1.05000000     
177  188                 0.02600000     0.21100000     1.03000000     
191  190                 0.00300000     0.01220000     1.00000000     
198  197                 0.00100000     0.03540000     0.97000000     
203  202                 0.00120000     0.01950000     1.00000000     
209  208                 0.00100000     0.03320000     1.02000000     
215  213                 0.00050000     0.01600000     1.07000000     
218  217                 0.00050000     0.01600000     1.02000000     
246  175                 0.00010000     0.02000000     1.00000000     
243  98                  0.00100000     0.02300000     1.02230000     
244  99                  0.00000000     0.02300000     0.92840000     
2    248                 0.00100000     0.01460000     1.00000000     
3    249                 0.00000000     0.01054000     1.00000000     
53   260                 0.00000000     0.02380000     1.00000000     
54   261                 0.00000000     0.03214000     0.95000000     
145  265                 0.00000000     0.01540000     1.00000000     
23   254                 0.00000000     0.02890000     1.00000000     
1    247                 0.00000000     0.01953000     1.00000000     
109  263                 0.00000000     0.01930000     1.00000000     
11   250                 0.00000000     0.01923000     1.00000000     
22   253                 0.00000000     0.02300000     1.00000000     
43   257                 0.00000000     0.01240000     1.00000000     
118  264                 0.00000000     0.01670000     1.00000000     
12   251                 0.00000000     0.03120000     1.00000000     
17   252                 0.00000000     0.01654000     0.94200000     
33   255                 0.00000000     0.03159000     0.96500000     
49   259                 0.00000000     0.05347000     0.95000000     
38   256                 0.00000000     0.18181000     0.94200000     
48   258                 0.00000000     0.19607000     0.94200000     
59   262                 0.00000000     0.06896000     0.95650000     

<----------------------------------------------发电机数据---------------------------------------------->

i    type    p              Q              V              
257  0       0.00000000     0.00000000     1.05070000     
8    -1      0.00000000     0.00000000     1.01530000     
10   -1      0.00000000     0.00000000     1.02050000     
19   -1      0.00000000     0.00000000     1.00100000     
55   -1      0.00000000     0.00000000     0.95830000     
63   -1      0.00000000     0.00000000     0.96320000     
69   -1      3.75000000     0.00000000     1.02500000     
76   -1      1.55000000     0.00000000     1.05200000     
77   -1      2.90000000     0.00000000     1.05200000     
80   -1      0.68000000     0.00000000     1.00000000     
88   -1      1.17000000     0.00000000     0.99000000     
98   -1      19.30000000    0.00000000     1.04350000     
103  -1      2.40000000     0.00000000     1.02330000     
104  -1      0.00000000     0.00000000     1.01030000     
117  -1      0.00000000     0.00000000     1.05500000     
120  -1      2.81000000     0.00000000     1.05100000     
122  -1      6.96000000     0.00000000     1.04350000     
125  -1      0.84000000     0.00000000     1.05280000     
126  -1      2.17000000     0.00000000     1.05280000     
128  -1      1.03000000     0.00000000     1.07350000     
131  -1      3.72000000     0.00000000     1.05350000     
132  -1      2.16000000     0.00000000     1.04350000     
135  -1      0.00000000     0.00000000     0.96300000     
149  -1      2.05000000     0.00000000     0.92900000     
150  -1      0.00000000     0.00000000     0.98290000     
155  -1      2.28000000     0.00000000     1.05220000     
156  -1      0.84000000     0.00000000     1.00770000     
164  -1      2.00000000     0.00000000     1.05220000     
165  -1      12.00000000    0.00000000     1.06500000     
166  -1      12.00000000    0.00000000     1.06500000     
169  -1      4.75000000     0.00000000     1.05510000     
170  -1      19.73000000    0.00000000     1.04350000     
177  -1      4.24000000     0.00000000     1.01500000     
192  -1      2.72000000     0.00000000     1.01000000     
199  -1      1.00000000     0.00000000     1.00800000     
200  -1      4.50000000     0.00000000     1.00000000     
201  -1      2.50000000     0.00000000     1.05000000     
206  -1      3.03000000     0.00000000     1.00000000     
209  -1      3.45000000     0.00000000     1.04000000     
212  -1      3.00000000     0.00000000     1.00000000     
215  -1      6.00000000     0.00000000     1.01650000     
217  -1      2.50000000     0.00000000     1.01000000     
218  -1      5.50000000     0.00000000     1.00000000     
220  -1      5.75430000     0.00000000     1.05000000     
221  -1      1.70000000     0.00000000     0.99300000     
222  -1      0.84000000     0.00000000     1.01000000     
247  -1      4.67000000     0.00000000     1.05070000     
248  -1      6.23000000     0.00000000     1.05070000     
249  -1      12.10000000    0.00000000     1.03230000     
250  -1      2.34000000     0.00000000     1.01450000     
251  -1      3.72000000     0.00000000     1.05070000     
252  -1      3.30000000     0.00000000     1.05070000     
253  -1      1.85000000     0.00000000     1.05070000     
254  -1      4.10000000     0.00000000     1.02900000     
255  -1      5.00000000     0.00000000     1.05000000     
256  -1      0.37000000     0.00000000     1.01450000     
258  -1      0.45000000     0.00000000     0.99670000     
259  -1      1.65000000     0.00000000     1.02120000     
260  -1      4.00000000     0.00000000     1.01450000     
261  -1      4.00000000     0.00000000     1.00170000     
262  -1      1.16000000     0.00000000     0.98930000     
263  -1      12.92000000    0.00000000     1.05070000     
264  -1      7.00000000     0.00000000     1.05070000     
265  -1      5.53000000     0.00000000     1.01450000     
267  -1      0.00000000     0.00000000     0.99450000     
292  -1      0.00000000     0.00000000     1.00000000     
294  -1      0.00000000     0.00000000     1.00000000     
295  -1      0.50000000     0.00000000     1.00000000     
296  -1      0.08000000     0.00000000     1.00000000     

<-----------------------------------------------负荷数据----------------------------------------------->

i    type    p              Q              V              
1    1       0.90000000     0.49000000     0.00000000     
2    1       0.56000000     0.15000000     0.00000000     
3    1       0.20000000     0.00000000     0.00000000     
4    1       0.00000000     0.00000000     0.00000000     
5    1       3.53000000     1.30000000     0.00000000     
6    1       1.20000000     0.41000000     0.00000000     
7    1       0.00000000     0.00000000     0.00000000     
8    1       0.63000000     0.14000000     0.00000000     
9    1       0.96000000     0.43000000     0.00000000     
10   1       1.53000000     0.33000000     0.00000000     
11   1       0.83000000     0.21000000     0.00000000     
12   1       0.00000000     0.00000000     0.00000000     
13   1       0.58000000     0.10000000     0.00000000     
14   1       1.60000000     0.60000000     0.00000000     
15   1       1.26700000     0.23000000     0.00000000     
16   1       0.00000000     0.00000000     0.00000000     
17   1       5.61000000     2.20000000     0.00000000     
18   1       0.00000000     0.00000000     0.00000000     
19   1       6.05000000     1.20000000     0.00000000     
20   1       0.77000000     0.01000000     0.00000000     
21   1       0.81000000     0.23000000     0.00000000     
22   1       0.21000000     0.07000000     0.00000000     
23   1       0.00000000     0.00000000     0.00000000     
24   1       0.45000000     0.12000000     0.00000000     
25   1       0.28000000     0.09000000     0.00000000     
26   1       0.69000000     0.13000000     0.00000000     
27   1       0.55000000     0.06000000     0.00000000     
28   1       0.00000000     0.00000000     0.00000000     
29   1       0.00000000     0.00000000     0.00000000     
30   1       0.00000000     0.00000000     0.00000000     
31   1       0.85000000     0.32000000     0.00000000     
32   1       1.55000000     0.18000000     0.00000000     
33   1       0.00000000     0.00000000     0.00000000     
34   1       0.46000000     -0.21000000    0.00000000     
35   1       0.86000000     0.00000000     0.00000000     
36   1       0.00000000     0.00000000     0.00000000     
37   1       0.39000000     0.09000000     0.00000000     
38   1       1.95000000     0.29000000     0.00000000     
39   1       0.00000000     0.00000000     0.00000000     
40   1       0.00000000     0.00000000     0.00000000     
41   1       0.58000000     0.11800000     0.00000000     
42   1       0.41000000     0.19000000     0.00000000     
43   1       0.92000000     0.26000000     0.00000000     
44   1       -0.05000000    0.05000000     0.00000000     
45   1       0.61000000     0.28000000     0.00000000     
46   1       0.69000000     0.03000000     0.00000000     
47   1       0.10000000     0.01000000     0.00000000     
48   1       0.22000000     0.10000000     0.00000000     
49   1       0.98000000     0.20000000     0.00000000     
50   1       0.14000000     0.01000000     0.00000000     
51   1       2.18000000     1.06000000     0.00000000     
52   1       0.00000000     0.00000000     0.00000000     
53   1       2.27000000     1.10000000     0.00000000     
54   1       0.00000000     0.00000000     0.00000000     
55   1       0.70000000     0.30000000     0.00000000     
56   1       0.00000000     0.00000000     0.00000000     
57   1       0.00000000     0.00000000     0.00000000     
58   1       0.56000000     0.20000000     0.00000000     
59   1       1.16000000     0.38000000     0.00000000     
60   1       0.57000000     0.19000000     0.00000000     
61   1       2.24000000     0.71000000     0.00000000     
62   1       0.00000000     0.00000000     0.00000000     
63   1       2.08000000     1.07000000     0.00000000     
64   1       0.74000000     0.28000000     0.00000000     
65   1       0.00000000     0.00000000     0.00000000     
66   1       0.48000000     0.14000000     0.00000000     
67   1       0.28000000     0.07000000     0.00000000     
68   1       0.00000000     0.00000000     0.00000000     
69   1       0.37000000     0.13000000     0.00000000     
70   1       0.00000000     0.00000000     0.00000000     
71   1       0.00000000     0.00000000     0.00000000     
72   1       0.00000000     0.00000000     0.00000000     
73   1       0.00000000     0.00000000     0.00000000     
74   1       0.44200000     0.00000000     0.00000000     
75   1       0.66000000     0.00000000     0.00000000     
76   1       0.17400000     0.00000000     0.00000000     
77   1       0.15800000     0.00000000     0.00000000     
78   1       0.60300000     0.00000000     0.00000000     
79   1       0.39900000     0.00000000     0.00000000     
80   1       0.66700000     0.00000000     0.00000000     
81   1       0.83500000     0.00000000     0.00000000     
82   1       0.00000000     0.00000000     0.00000000     
83   1       0.77800000     0.00000000     0.00000000     
84   1       0.32000000     0.00000000     0.00000000     
85   1       0.08600000     0.00000000     0.00000000     
86   1       0.49600000     0.00000000     0.00000000     
87   1       0.04600000     0.00000000     0.00000000     
88   1       1.12100000     0.00000000     0.00000000     
89   1       0.30700000     0.00000000     0.00000000     
90   1       0.63000000     0.00000000     0.00000000     
91   1       0.19600000     0.00000000     0.00000000     
92   1       0.26200000     0.00000000     0.00000000     
93   1       0.18200000     0.00000000     0.00000000     
94   1       0.00000000     0.00000000     0.00000000     
95   1       0.00000000     0.00000000     0.00000000     
96   1       0.00000000     0.00000000     0.00000000     
97   1       0.14100000     6.50000000     0.00000000     
99   1       7.77000000     2.15000000     0.00000000     
100  1       5.35000000     0.55000000     0.00000000     
101  1       2.29100000     0.11800000     0.00000000     
102  1       0.78000000     0.01400000     0.00000000     
103  1       2.76400000     0.59300000     0.00000000     
104  1       5.14800000     0.82700000     0.00000000     
105  1       0.57900000     0.05100000     0.00000000     
106  1       3.80800000     0.37000000     0.00000000     
107  1       0.00000000     0.00000000     0.00000000     
108  1       0.00000000     0.00000000     0.00000000     
109  1       0.00000000     0.00000000     0.00000000     
110  1       0.00000000     0.00000000     0.00000000     
111  1       0.00000000     0.00000000     0.00000000     
112  1       0.00000000     0.00000000     0.00000000     
113  1       0.00000000     0.00000000     0.00000000     
114  1       1.69200000     0.41600000     0.00000000     
115  1       0.55200000     0.18200000     0.00000000     
116  1       2.73600000     0.99800000     0.00000000     
117  1       10.19200000    1.35200000     0.00000000     
