30   1e-5  300  304   107   69   266

58	59	0.032	0.1	0.031
58	237	0.02	0.1234	0.014
59	60	0.036	0.131	0.034
59	61	0.034	0.099	0.0235
60	64	0.018	0.087	0.0055
60	238	0.0256	0.193	0
61	63	0.021	0.057	0.015
61	66	0.018	0.052	0.009
62	73	0.004	0.027	0.025
62	240	0.0286	0.2013	0.1895
63	64	0.016	0.043	0.002
64	65	0.001	0.006	0.0035
64	67	0.014	0.07	0.019
64	239	0.0891	0.2676	0.0145
64	241	0.0782	0.2127	0.011
65	66	0.006	0.022	0.0055
65	69	0	0.036	0
66	190	0.099	0.375	0.0255
67	190	0.022	0.107	0.029
68	173	0.0035	0.033	0.265
68	174	0.0035	0.033	0.265
70	71	0.008	0.064	0.064
71	72	0.012	0.093	0.0915
71	234	0.006	0.048	0.046
74	76	0.047	0.119	0.007
75	77	0.032	0.174	0.012
76	78	0.1	0.253	0.0155
76	79	0.022	0.077	0.0195
77	84	0.019	0.144	0.0085
77	86	0.017	0.092	0.006
78	79	0.278	0.427	0.0215
79	82	0.022	0.053	0.0035
79	83	0.038	0.092	0.006
79	84	0.048	0.122	0.0075
80	82	0.024	0.064	0.0035
80	83	0.034	0.121	0.0075
81	87	0.053	0.135	0.0085
81	88	0.002	0.004	0.001
81	89	0.045	0.354	0.022
81	90	0.05	0.174	0.011
82	83	0.016	0.038	0.002
83	85	0.043	0.064	0.0135
84	86	0.019	0.062	0.004
85	88	0.076	0.13	0.022
85	233	0.044	0.124	0.0075
86	87	0.012	0.088	0.0055
86	90	0.157	0.4	0.0235
88	235	0.074	0.208	0.013
89	90	0.07	0.184	0.0105
89	92	0.1	0.274	0.0155
89	93	0.109	0.393	0.018
90	91	0.142	0.404	0.025
91	93	0.017	0.042	0.003
94	101	0.0036	0.0199	0.002
95	99	0.002	0.1049	0.0005
96	97	0.0001	0.0018	0.0085
97	98	0	0.0271	0
97	245	0	0.6163	0
245	99	0	-0.3697	0
97	100	0.0022	0.2915	0
98	99	0	0.0339	0
98	100	0	0.0582	0
101	102	0.0808	0.2344	0.0145
101	104	0.0965	0.3669	0.027
102	103	0.036	0.1076	0.0585
102	104	0.0476	0.1414	0.0745
104	105	0.0006	0.0197	0
105	106	0.0059	0.0405	0.125
105	108	0.0115	0.1106	0.0925
105	111	0.0198	0.1688	0.1605
105	136	0.005	0.05	0.165
105	137	0.0077	0.0538	0.1675
105	148	0.0165	0.1157	0.0855
106	107	0.0059	0.0577	0.0475
106	113	0.0049	0.0336	0.104
106	147	0.0059	0.0577	0.0475
107	109	0.0078	0.0773	0.063
107	112	0.0026	0.0193	0.015
108	109	0.0076	0.0752	0.061
108	112	0.0021	0.0186	0.015
109	111	0.0016	0.0164	0.013
109	130	0.0017	0.0165	0.013
109	146	0.0079	0.0793	0.0635
109	147	0.0078	0.0784	0.0625
112	116	0.0017	0.0117	0.1445
112	147	0.0026	0.0193	0.015
112	148	0.0021	0.0186	0.015
112	150	0.0002	0.0101	0
113	114	0.0043	0.0293	0.09
113	163	0.0039	0.0381	0.129
114	115	0.0091	0.0623	0.1925
115	116	0.0125	0.089	0.27
115	131	0.0056	0.039	0.4765
116	119	0.0015	0.0114	0.142
116	160	0.0005	0.0034	0.0105
116	165	0.0007	0.0151	0.063
116	167	0.0005	0.0034	0.0105
118	151	0.0562	0.2248	0.0405
119	120	0.012	0.0836	0.0615
119	121	0.0152	0.1132	0.342
119	124	0.0468	0.3369	0.2595
119	125	0.043	0.3031	0.2315
119	126	0.0489	0.3492	0.269
119	161	0.0013	0.0089	0.0595
120	125	0.0291	0.2267	0.171
121	122	0.006	0.057	0.3835
122	124	0.0075	0.0773	0.0595
122	128	0.0127	0.0909	0.0675
124	125	0.0085	0.0588	0.0435
124	128	0.0218	0.1511	0.1115
125	126	0.0073	0.0504	0.037
127	157	0.0523	0.1526	0.037
127	158	0.1371	0.3919	0.038
131	132	0.0137	0.0957	0.0705
132	140	0.0055	0.0288	0.095
133	135	0.1746	0.3161	0.02
133	162	0.0804	0.3054	0.0225
134	140	0.011	0.0568	0.194
136	138	0.0008	0.0098	0.0345
137	138	0.0029	0.0285	0.095
137	139	0.0066	0.0448	0.1385
141	143	0.0024	0.0326	0.118
141	144	0.0018	0.0245	0.831
142	143	0.0044	0.0514	1.7985
144	145	0.0002	0.0123	0
146	148	0.0018	0.0178	0.0145
151	152	0.0669	0.4843	0.0315
151	153	0.0558	0.221	0.0155
152	153	0.0807	0.3331	0.0245
152	154	0.0739	0.3071	0.0215
152	155	0.1799	0.5017	0.0345
154	155	0.0904	0.3626	0.024
154	158	0.077	0.3092	0.027
155	156	0.0251	0.0829	0.0235
156	157	0.0222	0.0847	0.025
157	158	0.0498	0.1855	0.0145
157	159	0.0061	0.029	0.042
160	117	0.0004	0.0202	0
160	166	0.0004	0.0083	0.0575
163	164	0.0025	0.0245	0.082
165	167	0.0007	0.0086	0.0575
166	167	0.0007	0.0086	0.0575
167	117	0.0004	0.0202	0
168	187	0.033	0.095	0
168	188	0.046	0.069	0
169	210	0.0004	0.0022	3.1
169	219	0	0.0275	0
170	171	0.003	0.048	0
171	204	0.002	0.009	0
172	184	0.045	0.063	0
172	187	0.048	0.127	0
173	198	0.0031	0.0286	0.25
173	242	0.0024	0.0355	0.18
174	198	0.0031	0.0286	0.25
175	176	0.014	0.04	0.002
175	189	0.03	0.081	0.005
176	177	0.01	0.06	0.0045
176	190	0.015	0.04	0.003
177	181	0.332	0.688	0
177	182	0.009	0.046	0.0125
177	189	0.02	0.073	0.004
177	190	0.034	0.109	0.016
178	179	0.076	0.135	0.0045
178	189	0.04	0.102	0.0025
179	189	0.081	0.128	0.007
180	183	0.124	0.183	0
182	190	0.01	0.059	0.004
183	184	0.046	0.068	0
184	185	0.302	0.446	0
185	186	0.073	0.093	0
185	187	0.24	0.421	0
191	194	0.0139	0.0778	0.043
193	194	0.0017	0.0185	0.01
193	221	0.0015	0.0108	0.001
194	195	0.0045	0.0249	0.013
195	196	0.004	0.0497	0.009
196	197	0	0.0456	0
196	198	0.0005	0.0177	0.01
196	199	0.0027	0.0395	0.416
198	216	0.0003	0.0018	2.6
199	197	0.0037	0.0484	0.215
199	200	0.001	0.0295	0.2515
199	217	0.0016	0.0046	0.201
200	202	0.0003	0.0013	0.5
203	204	0.01	0.064	0.24
203	205	0.0019	0.0081	0.43
204	170	0.001	0.061	0
205	210	0.0005	0.0212	0
207	208	0.0019	0.0087	0.64
207	210	0.0026	0.0917	0
207	213	0.0013	0.0288	0.405
208	169	0	0.0626	0
210	211	0.0002	0.0069	0.682
210	216	0.0001	0.0006	1.785
211	212	0.0017	0.0485	0
213	214	0.0002	0.0259	0.072
213	216	0.0006	0.0272	0
214	217	0.0002	0.0006	0.4
219	230	0.0003	0.0043	0.0045
221	224	0.0082	0.0851	0
221	226	0.0112	0.0723	0
222	223	0.0127	0.0355	0
222	224	0.0326	0.1804	0
223	225	0.0195	0.0551	0
224	225	0.0157	0.0732	0
224	226	0.036	0.2119	0
225	226	0.0268	0.1285	0
226	227	0.0428	0.1215	0
227	228	0.0351	0.1004	0
228	229	0.0616	0.1857	0

266	31	6.00E-05	0.00046	1.0082
271	266	0.02439	0.43682	0.9668
273	266	0.03624	0.64898	0.9796
292	270	0.01578	0.37486	1.0435
293	270	0.01578	0.37486	0.9391
294	270	0.01602	0.38046	1.0435
295	270	0	0.152	1.0435
296	270	0	0.8	1.0435
275	274	0.44364	2.8152	1
277	267	0.50748	3.2202	1
278	276	0.66688	3.944	1
279	276	0.6113	3.6152	1
297	272	0.4412	2.9668	1
298	272	0.30792	2.057	1
280	268	0.73633	4.6724	1
281	268	0.76978	4.8846	1
282	268	0.75732	4.8056	1
288	269	0.36614	2.456	1
289	269	1.0593	5.4536	1
290	269	0.1567	1.6994	1
283	268	0.13006	1.3912	1
284	268	0.54484	3.4572	1
285	268	0.15426	1.6729	1
286	268	0.3849	2.5712	1
287	268	0.4412	2.9668	1
300	294	0	0.75	0.9583
193	192	0.0025	0.038	1
216	201	0.0014	0.0514	1
210	206	0.0009	0.0472	1
216	220	0.0005	0.0154	1
1	3	0	0.052	0.947
2	3	0	0.052	0.956
4	3	0	0.005	0.971
5	7	0	0.039	0.948
6	7	0	0.039	0.959
11	10	0	0.089	1.046
10	12	0	0.053	0.985
17	15	0.0194	0.0311	0.9561
15	16	0.001	0.038	0.971
19	20	0	0.014	0.952
22	23	0	0.064	0.943
29	30	0	0.047	1.01
38	39	0	0.02	1.008
40	39	0	0.021	1
53	54	0	0.059	0.975
56	55	0	0.038	1.017
62	61	0	0.0244	1
73	68	0	0.02	1
81	70	0	0.048	1
83	71	0	0.048	1
78	72	0	0.046	1.015
186	93	0	0.149	0.967
103	95	0.0052	0.0174	1.01
94	100	0	0.028	1.05
136	101	0.0005	0.0195	1
110	109	0	0.018	1.0522
129	109	0	0.014	1.0522
149	111	0.001	0.0402	1.05
153	120	0.0024	0.0603	0.975
154	121	0.0024	0.0498	1
123	122	0	0.0833	1.035
127	122	0.0013	0.0371	0.9565
159	124	0.0005	0.0182	1
149	130	0.001	0.0392	1.05
162	132	0.0027	0.0639	1.073
135	134	0.0008	0.0256	1.05
96	138	0	0.016	1.0506
103	139	0.0012	0.0396	0.975
116	142	0.0013	0.0384	0.98
134	143	0.0009	0.0231	0.956
118	161	0.0003	0.0131	1.05
189	168	0	0.252	1.03
175	172	0	0.237	1.03
191	174	0.0008	0.0366	0.985
227	179	0	0.22	1
57	180	0	0.098	1.03
190	181	0	0.128	1.01
246	183	0.02	0.204	1.05
177	188	0.026	0.211	1.03
191	190	0.003	0.0122	1
198	197	0.001	0.0354	0.97
203	202	0.0012	0.0195	1
209	208	0.001	0.0332	1.02
215	213	0.0005	0.016	1.07
218	217	0.0005	0.016	1.02
246	175	0.0001	0.02	1
243	98	0.001	0.023	1.0223
244	99	0	0.023	0.9284
2	248	0.001	0.0146	1
3	249	0	0.01054	1
53	260	0	0.0238	1
54	261	0	0.03214	0.95
145	265	0	0.0154	1
23	254	0	0.0289	1
1	247	0	0.01953	1
109	263	0	0.0193	1
11	250	0	0.01923	1
22	253	0	0.023	1
43	257	0	0.0124	1
118	264	0	0.0167	1
12	251	0	0.0312	1
17	252	0	0.01654	0.942
33	255	0	0.03159	0.965
49	259	0	0.05347	0.95
38	256	0	0.18181	0.942
48	258	0	0.19607	0.942
59	262	0	0.06896	0.9565

257	0	0	0	1.0507
8	-1	0	0	1.0153
10	-1	0	0	1.0205
19	-1	0	0	1.001
55	-1	0	0	0.9583
63	-1	0	0	0.9632
69	-1	3.75	0	1.025
76	-1	1.55	0	1.052
77	-1	2.9	0	1.052
80	-1	0.68	0	1
88	-1	1.17	0	0.99
98	-1	19.3	0	1.0435
103	-1	2.4	0	1.0233
104	-1	0	0	1.0103
117	-1	0	0	1.055
120	-1	2.81	0	1.051
122	-1	6.96	0	1.0435
125	-1	0.84	0	1.0528
126	-1	2.17	0	1.0528
128	-1	1.03	0	1.0735
131	-1	3.72	0	1.0535
132	-1	2.16	0	1.0435
135	-1	0	0	0.963
149	-1	2.05	0	0.929
150	-1	0	0	0.9829
155	-1	2.28	0	1.0522
156	-1	0.84	0	1.0077
164	-1	2	0	1.0522
165	-1	12	0	1.065
166	-1	12	0	1.065
169	-1	4.75	0	1.0551
170	-1	19.73	0	1.0435
177	-1	4.24	0	1.015
192	-1	2.72	0	1.01
199	-1	1	0	1.008
200	-1	4.5	0	1
201	-1	2.5	0	1.05
206	-1	3.03	0	1
209	-1	3.45	0	1.04
212	-1	3	0	1
215	-1	6	0	1.0165
217	-1	2.5	0	1.01
218	-1	5.5	0	1
220	-1	5.7543	0	1.05
221	-1	1.7	0	0.993
222	-1	0.84	0	1.01
247	-1	4.67	0	1.0507
248	-1	6.23	0	1.0507
249	-1	12.1	0	1.0323
250	-1	2.34	0	1.0145
251	-1	3.72	0	1.0507
252	-1	3.3	0	1.0507
253	-1	1.85	0	1.0507
254	-1	4.1	0	1.029
255	-1	5	0	1.05
256	-1	0.37	0	1.0145
258	-1	0.45	0	0.9967
259	-1	1.65	0	1.0212
260	-1	4	0	1.0145
261	-1	4	0	1.0017
262	-1	1.16	0	0.9893
263	-1	12.92	0	1.0507
264	-1	7	0	1.0507
265	-1	5.53	0	1.0145
267	-1	0	0	0.9945
292	-1	0	0	1
294	-1	0	0	1
295	-1	0.5	0	1
296	-1	0.08	0	1

1	1	0.9	0.49	0
2	1	0.56	0.15	0
3	1	0.2	0	0
4	1	0	0	0
5	1	3.53	1.3	0
6	1	1.2	0.41	0
7	1	0	0	0
8	1	0.63	0.14	0
9	1	0.96	0.43	0
10	1	1.53	0.33	0
11	1	0.83	0.21	0
12	1	0	0	0
13	1	0.58	0.1	0
14	1	1.6	0.6	0
15	1	1.267	0.23	0
16	1	0	0	0
17	1	5.61	2.2	0
18	1	0	0	0
19	1	6.05	1.2	0
20	1	0.77	0.01	0
21	1	0.81	0.23	0
22	1	0.21	0.07	0
23	1	0	0	0
24	1	0.45	0.12	0
25	1	0.28	0.09	0
26	1	0.69	0.13	0
27	1	0.55	0.06	0
28	1	0	0	0
29	1	0	0	0
30	1	0	0	0
31	1	0.85	0.32	0
32	1	1.55	0.18	0
33	1	0	0	0
34	1	0.46	-0.21	0
35	1	0.86	0	0
36	1	0	0	0
37	1	0.39	0.09	0
38	1	1.95	0.29	0
39	1	0	0	0
40	1	0	0	0
41	1	0.58	0.118	0
42	1	0.41	0.19	0
43	1	0.92	0.26	0
44	1	-0.05	0.05	0
45	1	0.61	0.28	0
46	1	0.69	0.03	0
47	1	0.1	0.01	0
48	1	0.22	0.1	0
49	1	0.98	0.2	0
50	1	0.14	0.01	0
51	1	2.18	1.06	0
52	1	0	0	0
53	1	2.27	1.1	0
54	1	0	0	0
55	1	0.7	0.3	0
56	1	0	0	0
57	1	0	0	0
58	1	0.56	0.2	0
59	1	1.16	0.38	0
60	1	0.57	0.19	0
61	1	2.24	0.71	0
62	1	0	0	0
63	1	2.08	1.07	0
64	1	0.74	0.28	0
65	1	0	0	0
66	1	0.48	0.14	0
67	1	0.28	0.07	0
68	1	0	0	0
69	1	0.37	0.13	0
70	1	0	0	0
71	1	0	0	0
72	1	0	0	0
73	1	0	0	0
74	1	0.442	0	0
75	1	0.66	0	0
76	1	0.174	0	0
77	1	0.158	0	0
78	1	0.603	0	0
79	1	0.399	0	0
80	1	0.667	0	0
81	1	0.835	0	0
82	1	0	0	0
83	1	0.778	0	0
84	1	0.32	0	0
85	1	0.086	0	0
86	1	0.496	0	0
87	1	0.046	0	0
88	1	1.121	0	0
89	1	0.307	0	0
90	1	0.63	0	0
91	1	0.196	0	0
92	1	0.262	0	0
93	1	0.182	0	0
94	1	0	0	0
95	1	0	0	0
96	1	0	0	0
97	1	0.141	6.5	0
99	1	7.77	2.15	0
100	1	5.35	0.55	0
101	1	2.291	0.118	0
102	1	0.78	0.014	0
103	1	2.764	0.593	0
104	1	5.148	0.827	0
105	1	0.579	0.051	0
106	1	3.808	0.37	0
107	1	0	0	0
108	1	0	0	0
109	1	0	0	0
110	1	0	0	0
111	1	0	0	0
112	1	0	0	0
113	1	0	0	0
114	1	1.692	0.416	0
115	1	0.552	0.182	0
116	1	2.736	0.998	0
117	1	10.192	1.352	0
118	1	5.95	0.833	0
119	1	3.877	1.147	0
120	1	1.45	0.58	0
121	1	0.565	0.245	0
122	1	0.895	0.355	0
123	1	0	0	0
124	1	0.24	0.14	0
127	1	0.63	0.25	0
129	1	0	0	0
130	1	0	0	0
131	1	0.17	0.09	0
133	1	0.7	0.05	0
134	1	2	0.5	0
135	1	0.75	0.5	0
136	1	1.235	-0.243	0
137	1	0	0	0
138	1	0.33	0.165	0
139	1	0	0	0
140	1	0.35	0.15	0
141	1	0.85	0.24	0
142	1	0	0.004	0
143	1	0	0	0
144	1	0	0	0
145	1	0	0	0
146	1	2.999	0.957	0
147	1	0	0	0
148	1	0	0	0
149	1	4.818	2.05	0
150	1	7.636	2.911	0
151	1	0.265	0	0
152	1	1.635	0.43	0
153	1	0	0	0
154	1	1.76	0.83	0
155	1	0.05	0.04	0
156	1	0.28	0.12	0
157	1	4.274	1.736	0
158	1	0.74	0.29	0
159	1	0.695	0.493	0
160	1	0.734	0	0
161	1	2.407	0.89	0
162	1	0.4	0.04	0
163	1	1.368	0.166	0
165	1	0.598	0.243	0
166	1	0.598	0.243	0
167	1	1.826	0.436	0
168	1	0.07	0.02	0
170	1	4.89	0.53	0
171	1	8	0.72	0
172	1	0	0	0
173	1	0	0	0
174	1	0	0	0
175	1	0.1	0.03	0
176	1	0.43	0.14	0
177	1	0.64	0.21	0
178	1	0.35	0.12	0
179	1	0.27	0.12	0
180	1	0.41	0.14	0
181	1	0.38	0.13	0
182	1	0.42	0.14	0
183	1	0.72	0.24	0
184	1	0	-0.05	0
185	1	0.12	0.02	0
186	1	-0.21	-0.142	0
187	1	0.07	0.02	0
188	1	0.38	0.13	0
189	1	0	0	0
190	1	0.96	0.07	0
191	1	0	0	0
193	1	0.22	0.16	0
194	1	0.47	0.26	0
195	1	1.76	1.05	0
196	1	1	0.75	0
197	1	1.31	0.96	0
198	1	0	0	0
199	1	2.85	1	0
200	1	1.71	0.7	0
201	1	3.28	1.88	0
202	1	4.28	2.32	0
203	1	1.73	0.99	0
204	1	4.1	0.4	0
205	1	0	0	0
206	1	5.38	3.69	0
207	1	2.23	1.48	0
208	1	0.96	0.46	0
210	1	1.59	1.07	0
211	1	4.48	1.43	0
212	1	4.04	2.12	0
213	1	5.72	2.44	0
214	1	2.69	1.57	0
216	1	0	0	0
217	1	2.55	1.49	0
219	1	0	0	0
222	1	0.08	0.03	0
223	1	0	0	0
224	1	0.61	0.3	0
225	1	0.77	0.33	0
226	1	0.61	0.3	0
227	1	0.29	0.14	0
228	1	0.29	0.14	0
229	1	-0.23	-0.17	0
230	1	-0.331	-0.294	0
231	1	1.158	-0.24	0
232	1	0.024	-0.126	0
233	1	0.024	-0.039	0
234	1	-0.149	0.265	0
235	1	0.247	-0.012	0
236	1	1.453	-0.349	0
237	1	0.281	-0.205	0
238	1	0.14	0.025	0
239	1	-0.111	-0.014	0
240	1	0.505	0.174	0
241	1	0.296	0.006	0
242	1	-1.137	0.767	0
243	1	1.0031	0.2917	0
244	1	-1	0.3417	0
245	1	0	0	0
246	1	0	0	0
266	1	0	0	0
267	1	0.042	0	0
268	1	0.0271	0.0094	0
269	1	0.0086	0.0028	0
270	1	0	0	0
271	1	0	0	0
272	1	0	0	0
273	1	0	0	0
274	1	0.0475	0.0156	0
275	1	0.0153	0.0053	0
276	1	0	0	0
277	1	0.0135	0.0047	0
278	1	0.0045	0.0016	0
279	1	0.0045	0.0016	0
280	1	0.0184	0.0064	0
281	1	0.0139	0.0048	0
282	1	0.0189	0.0065	0
283	1	0.0155	0.0054	0
284	1	0.0166	0.0058	0
285	1	0.0303	0.01	0
286	1	0.0186	0.0064	0
287	1	0.0258	0.0089	0
288	1	0.0101	0.0035	0
289	1	0.0081	0.0028	0
290	1	0.016	0.0052	0
291	1	0	0	0
292	1	0.3581	0	0
293	1	0.3	0.23	0
294	1	0.2648	0	0
297	1	0.0102	0.0035	0
298	1	0.0102	0.0035	0
299	1	0.038	0.0125	0
300	1	0.0119	0.0041	0


